Mod:Item:MetaData, Localized Name
thermaldynamics:cover:0, Black Glazed Terracotta Cover
thermaldynamics:cover:0, White Concrete Cover
thermaldynamics:cover:0, Orange Concrete Cover
thermaldynamics:cover:0, Magenta Concrete Cover
thermaldynamics:cover:0, Light Blue Concrete Cover
thermaldynamics:cover:0, Yellow Concrete Cover
thermaldynamics:cover:0, Lime Concrete Cover
thermaldynamics:cover:0, Pink Concrete Cover
thermaldynamics:cover:0, Gray Concrete Cover
thermaldynamics:cover:0, Light Gray Concrete Cover
thermaldynamics:cover:0, Cyan Concrete Cover
thermaldynamics:cover:0, Purple Concrete Cover
thermaldynamics:cover:0, Blue Concrete Cover
thermaldynamics:cover:0, Brown Concrete Cover
thermaldynamics:cover:0, Green Concrete Cover
thermaldynamics:cover:0, Red Concrete Cover
thermaldynamics:cover:0, Black Concrete Cover
thermaldynamics:cover:0, White Concrete Powder Cover
thermaldynamics:cover:0, Orange Concrete Powder Cover
thermaldynamics:cover:0, Magenta Concrete Powder Cover
thermaldynamics:cover:0, Light Blue Concrete Powder Cover
thermaldynamics:cover:0, Yellow Concrete Powder Cover
thermaldynamics:cover:0, Lime Concrete Powder Cover
thermaldynamics:cover:0, Pink Concrete Powder Cover
thermaldynamics:cover:0, Gray Concrete Powder Cover
thermaldynamics:cover:0, Light Gray Concrete Powder Cover
thermaldynamics:cover:0, Cyan Concrete Powder Cover
thermaldynamics:cover:0, Purple Concrete Powder Cover
thermaldynamics:cover:0, Blue Concrete Powder Cover
thermaldynamics:cover:0, Brown Concrete Powder Cover
thermaldynamics:cover:0, Green Concrete Powder Cover
thermaldynamics:cover:0, Red Concrete Powder Cover
thermaldynamics:cover:0, Black Concrete Powder Cover
thermaldynamics:cover:0, Spectral Moss Cover
thermaldynamics:cover:0, Overgrown Stone Cover
thermaldynamics:cover:0, Loamy Grass Block Cover
thermaldynamics:cover:0, Sandy Grass Block Cover
thermaldynamics:cover:0, Silty Grass Block Cover
thermaldynamics:cover:0, Origin Grass Block Cover
thermaldynamics:cover:0, Overgrown Netherrack Cover
thermaldynamics:cover:0, Flowering Grass Block Cover
thermaldynamics:cover:0, Mycelial Netherrack Cover
thermaldynamics:cover:0, Coarse Loamy Dirt Cover
thermaldynamics:cover:0, Loamy Dirt Cover
thermaldynamics:cover:0, Coarse Sandy Dirt Cover
thermaldynamics:cover:0, Sandy Dirt Cover
thermaldynamics:cover:0, Coarse Silty Dirt Cover
thermaldynamics:cover:0, Silty Dirt Cover
thermaldynamics:cover:0, White Sand Cover
thermaldynamics:cover:0, White Sandstone Cover
thermaldynamics:cover:0, Chiseled White Sandstone Cover
thermaldynamics:cover:0, Smooth White Sandstone Cover
thermaldynamics:cover:0, White Sandstone Stairs Cover
thermaldynamics:cover:0, Dried Sand Cover
thermaldynamics:cover:0, Hardened Ice Cover
thermaldynamics:cover:0, Ash Block Cover
thermaldynamics:cover:0, Mud Cover
thermaldynamics:cover:0, Flesh Cover
thermaldynamics:cover:0, Celestial Crystal Cover
thermaldynamics:cover:0, Biome Essence Ore Cover
thermaldynamics:cover:0, Ender Amethyst Ore Cover
thermaldynamics:cover:0, Ruby Ore Cover
thermaldynamics:cover:0, Peridot Ore Cover
thermaldynamics:cover:0, Topaz Ore Cover
thermaldynamics:cover:0, Tanzanite Ore Cover
thermaldynamics:cover:0, Malachite Ore Cover
thermaldynamics:cover:0, Sapphire Ore Cover
thermaldynamics:cover:0, Amber Ore Cover
thermaldynamics:cover:0, Block of Amethyst Cover
thermaldynamics:cover:0, Block of Ruby Cover
thermaldynamics:cover:0, Block of Peridot Cover
thermaldynamics:cover:0, Block of Topaz Cover
thermaldynamics:cover:0, Block of Tanzanite Cover
thermaldynamics:cover:0, Block of Malachite Cover
thermaldynamics:cover:0, Block of Sapphire Cover
thermaldynamics:cover:0, Block of Amber Cover
thermaldynamics:cover:0, Hive Block Cover
thermaldynamics:cover:0, Honeycomb Block Cover
thermaldynamics:cover:0, Empty Honeycomb Block Cover
thermaldynamics:cover:0, Filled Honeycomb Block Cover
thermaldynamics:cover:0, Honey Block Cover
thermaldynamics:cover:0, Bamboo Thatching Cover
thermaldynamics:cover:0, Mud Bricks Cover
thermaldynamics:cover:0, Mud Bricks Stairs Cover
thermaldynamics:cover:0, Mud Bricks Slab Cover
thermaldynamics:cover:0, White Sandstone Slab Cover
thermaldynamics:cover:0, Sacred Oak Wood Cover
thermaldynamics:cover:0, Cherry Wood Cover
thermaldynamics:cover:0, Umbran Wood Cover
thermaldynamics:cover:0, Fir Wood Cover
thermaldynamics:cover:0, Ethereal Wood Cover
thermaldynamics:cover:0, Magic Wood Cover
thermaldynamics:cover:0, Mangrove Wood Cover
thermaldynamics:cover:0, Palm Wood Cover
thermaldynamics:cover:0, Redwood Wood Cover
thermaldynamics:cover:0, Willow Wood Cover
thermaldynamics:cover:0, Pine Wood Cover
thermaldynamics:cover:0, Hellbark Wood Cover
thermaldynamics:cover:0, Jacaranda Wood Cover
thermaldynamics:cover:0, Mahogany Wood Cover
thermaldynamics:cover:0, Ebony Wood Cover
thermaldynamics:cover:0, Eucalyptus Wood Cover
thermaldynamics:cover:0, Giant Flower Stem Cover
thermaldynamics:cover:0, Dead Wood Cover
thermaldynamics:cover:0, Yellow Autumn Leaves Cover
thermaldynamics:cover:0, Orange Autumn Leaves Cover
thermaldynamics:cover:0, Bamboo Leaves Cover
thermaldynamics:cover:0, Magic Leaves Cover
thermaldynamics:cover:0, Umbran Leaves Cover
thermaldynamics:cover:0, Dead Leaves Cover
thermaldynamics:cover:0, Fir Leaves Cover
thermaldynamics:cover:0, Ethereal Leaves Cover
thermaldynamics:cover:0, Origin Leaves Cover
thermaldynamics:cover:0, Pink Cherry Leaves Cover
thermaldynamics:cover:0, White Cherry Leaves Cover
thermaldynamics:cover:0, Maple Leaves Cover
thermaldynamics:cover:0, Hellbark Leaves Cover
thermaldynamics:cover:0, Flowering Oak Leaves Cover
thermaldynamics:cover:0, Jacaranda Leaves Cover
thermaldynamics:cover:0, Sacred Oak Leaves Cover
thermaldynamics:cover:0, Mangrove Leaves Cover
thermaldynamics:cover:0, Palm Leaves Cover
thermaldynamics:cover:0, Redwood Leaves Cover
thermaldynamics:cover:0, Willow Leaves Cover
thermaldynamics:cover:0, Pine Leaves Cover
thermaldynamics:cover:0, Mahogany Leaves Cover
thermaldynamics:cover:0, Ebony Leaves Cover
thermaldynamics:cover:0, Eucalyptus Leaves Cover
thermaldynamics:cover:0, Giant Red Flower Petal Cover
thermaldynamics:cover:0, Giant Yellow Flower Petal Cover
thermaldynamics:cover:0, Sacred Oak Wood Planks Cover
thermaldynamics:cover:0, Cherry Wood Planks Cover
thermaldynamics:cover:0, Umbran Wood Planks Cover
thermaldynamics:cover:0, Fir Wood Planks Cover
thermaldynamics:cover:0, Ethereal Wood Planks Cover
thermaldynamics:cover:0, Magic Wood Planks Cover
thermaldynamics:cover:0, Mangrove Wood Planks Cover
thermaldynamics:cover:0, Palm Wood Planks Cover
thermaldynamics:cover:0, Redwood Wood Planks Cover
thermaldynamics:cover:0, Willow Wood Planks Cover
thermaldynamics:cover:0, Pine Wood Planks Cover
thermaldynamics:cover:0, Hellbark Wood Planks Cover
thermaldynamics:cover:0, Jacaranda Wood Planks Cover
thermaldynamics:cover:0, Mahogany Wood Planks Cover
thermaldynamics:cover:0, Ebony Wood Planks Cover
thermaldynamics:cover:0, Eucalyptus Wood Planks Cover
thermaldynamics:cover:0, Sacred Oak Wood Stairs Cover
thermaldynamics:cover:0, Cherry Wood Stairs Cover
thermaldynamics:cover:0, Umbran Wood Stairs Cover
thermaldynamics:cover:0, Fir Wood Stairs Cover
thermaldynamics:cover:0, Ethereal Wood Stairs Cover
thermaldynamics:cover:0, Magic Wood Stairs Cover
thermaldynamics:cover:0, Mangrove Wood Stairs Cover
thermaldynamics:cover:0, Palm Wood Stairs Cover
thermaldynamics:cover:0, Redwood Wood Stairs Cover
thermaldynamics:cover:0, Willow Wood Stairs Cover
thermaldynamics:cover:0, Pine Wood Stairs Cover
thermaldynamics:cover:0, Hellbark Wood Stairs Cover
thermaldynamics:cover:0, Jacaranda Wood Stairs Cover
thermaldynamics:cover:0, Mahogany Wood Stairs Cover
thermaldynamics:cover:0, Ebony Wood Stairs Cover
thermaldynamics:cover:0, Eucalyptus Wood Stairs Cover
thermaldynamics:cover:0, Sacred Oak Wood Slab Cover
thermaldynamics:cover:0, Cherry Wood Slab Cover
thermaldynamics:cover:0, Umbran Wood Slab Cover
thermaldynamics:cover:0, Fir Wood Slab Cover
thermaldynamics:cover:0, Ethereal Wood Slab Cover
thermaldynamics:cover:0, Magic Wood Slab Cover
thermaldynamics:cover:0, Mangrove Wood Slab Cover
thermaldynamics:cover:0, Palm Wood Slab Cover
thermaldynamics:cover:0, Redwood Wood Slab Cover
thermaldynamics:cover:0, Willow Wood Slab Cover
thermaldynamics:cover:0, Pine Wood Slab Cover
thermaldynamics:cover:0, Hellbark Wood Slab Cover
thermaldynamics:cover:0, Jacaranda Wood Slab Cover
thermaldynamics:cover:0, Mahogany Wood Slab Cover
thermaldynamics:cover:0, Ebony Wood Slab Cover
thermaldynamics:cover:0, Eucalyptus Wood Slab Cover
thermaldynamics:cover:0, Sacred Oak Fence Cover
thermaldynamics:cover:0, Cherry Fence Cover
thermaldynamics:cover:0, Umbran Fence Cover
thermaldynamics:cover:0, Fir Fence Cover
thermaldynamics:cover:0, Ethereal Fence Cover
thermaldynamics:cover:0, Magic Fence Cover
thermaldynamics:cover:0, Mangrove Fence Cover
thermaldynamics:cover:0, Palm Fence Cover
thermaldynamics:cover:0, Redwood Fence Cover
thermaldynamics:cover:0, Willow Fence Cover
thermaldynamics:cover:0, Pine Fence Cover
thermaldynamics:cover:0, Hellbark Fence Cover
thermaldynamics:cover:0, Jacaranda Fence Cover
thermaldynamics:cover:0, Mahogany Fence Cover
thermaldynamics:cover:0, Ebony Fence Cover
thermaldynamics:cover:0, Eucalyptus Fence Cover
thermaldynamics:cover:0, Sacred Oak Fence Gate Cover
thermaldynamics:cover:0, Cherry Fence Gate Cover
thermaldynamics:cover:0, Umbran Fence Gate Cover
thermaldynamics:cover:0, Fir Fence Gate Cover
thermaldynamics:cover:0, Ethereal Fence Gate Cover
thermaldynamics:cover:0, Magic Fence Gate Cover
thermaldynamics:cover:0, Mangrove Fence Gate Cover
thermaldynamics:cover:0, Palm Fence Gate Cover
thermaldynamics:cover:0, Redwood Fence Gate Cover
thermaldynamics:cover:0, Willow Fence Gate Cover
thermaldynamics:cover:0, Pine Fence Gate Cover
thermaldynamics:cover:0, Hellbark Fence Gate Cover
thermaldynamics:cover:0, Jacaranda Fence Gate Cover
thermaldynamics:cover:0, Mahogany Fence Gate Cover
thermaldynamics:cover:0, Ebony Fence Gate Cover
thermaldynamics:cover:0, Eucalyptus Fence Gate Cover
thermaldynamics:cover:0, Pink Coral Cover
thermaldynamics:cover:0, Orange Coral Cover
thermaldynamics:cover:0, Blue Coral Cover
thermaldynamics:cover:0, Glowing Coral Cover
thermaldynamics:cover:0, Algae Cover
thermaldynamics:cover:0, Kelp Cover
thermaldynamics:cover:0, Medium Lily Pad Cover
thermaldynamics:cover:0, Small Lily Pad Cover
thermaldynamics:cover:0, Tiny Lily Pad Cover
thermaldynamics:cover:0, Flowered Lily Cover
thermaldynamics:cover:0, Bamboo Cover
thermaldynamics:cover:0, Yellow Autumn Sapling Cover
thermaldynamics:cover:0, Orange Autumn Sapling Cover
thermaldynamics:cover:0, Bamboo Sapling Cover
thermaldynamics:cover:0, Magic Sapling Cover
thermaldynamics:cover:0, Umbran Sapling Cover
thermaldynamics:cover:0, Dead Sapling Cover
thermaldynamics:cover:0, Fir Sapling Cover
thermaldynamics:cover:0, Ethereal Sapling Cover
thermaldynamics:cover:0, Origin Sapling Cover
thermaldynamics:cover:0, Pink Cherry Sapling Cover
thermaldynamics:cover:0, White Cherry Sapling Cover
thermaldynamics:cover:0, Maple Sapling Cover
thermaldynamics:cover:0, Hellbark Sapling Cover
thermaldynamics:cover:0, Flowering Oak Sapling Cover
thermaldynamics:cover:0, Jacaranda Sapling Cover
thermaldynamics:cover:0, Sacred Oak Sapling Cover
thermaldynamics:cover:0, Mangrove Sapling Cover
thermaldynamics:cover:0, Palm Sapling Cover
thermaldynamics:cover:0, Redwood Sapling Cover
thermaldynamics:cover:0, Willow Sapling Cover
thermaldynamics:cover:0, Pine Sapling Cover
thermaldynamics:cover:0, Mahogany Sapling Cover
thermaldynamics:cover:0, Ebony Sapling Cover
thermaldynamics:cover:0, Eucalyptus Sapling Cover
thermaldynamics:cover:0, Short Grass Cover
thermaldynamics:cover:0, Medium Grass Cover
thermaldynamics:cover:0, Bush Cover
thermaldynamics:cover:0, Sprout Cover
thermaldynamics:cover:0, Poison Ivy Cover
thermaldynamics:cover:0, Berry Bush Cover
thermaldynamics:cover:0, Shrub Cover
thermaldynamics:cover:0, Wheat Grass Cover
thermaldynamics:cover:0, Damp Grass Cover
thermaldynamics:cover:0, Koru Cover
thermaldynamics:cover:0, Clover Patch Cover
thermaldynamics:cover:0, Leaf Pile Cover
thermaldynamics:cover:0, Dead Leaf Pile Cover
thermaldynamics:cover:0, Dead Grass Cover
thermaldynamics:cover:0, Desert Grass Cover
thermaldynamics:cover:0, Desert Sprouts Cover
thermaldynamics:cover:0, Dune Grass Cover
thermaldynamics:cover:0, Spectral Fern Cover
thermaldynamics:cover:0, Thorns Cover
thermaldynamics:cover:0, Wild Rice Cover
thermaldynamics:cover:0, Cattail Cover
thermaldynamics:cover:0, River Cane Cover
thermaldynamics:cover:0, Tiny Cactus Cover
thermaldynamics:cover:0, Devilweed Cover
thermaldynamics:cover:0, Reed Cover
thermaldynamics:cover:0, Root Cover
thermaldynamics:cover:0, Rafflesia Cover
thermaldynamics:cover:0, Barley Cover
thermaldynamics:cover:0, Flax Cover
thermaldynamics:cover:0, Tall Cattail Cover
thermaldynamics:cover:0, Eyebulb Cover
thermaldynamics:cover:0, Sea Oats Cover
thermaldynamics:cover:0, Toadstool Cover
thermaldynamics:cover:0, Portobello Cover
thermaldynamics:cover:0, Blue Milk Cap Cover
thermaldynamics:cover:0, Glowshroom Cover
thermaldynamics:cover:0, Flat Mushroom Cover
thermaldynamics:cover:0, Shadow Shroom Cover
thermaldynamics:cover:0, Bramble Cover
thermaldynamics:cover:0, Clover Cover
thermaldynamics:cover:0, Swampflower Cover
thermaldynamics:cover:0, Deathbloom Cover
thermaldynamics:cover:0, Glowflower Cover
thermaldynamics:cover:0, Blue Hydrangea Cover
thermaldynamics:cover:0, Orange Cosmos Cover
thermaldynamics:cover:0, Pink Dafodil Cover
thermaldynamics:cover:0, Wildflower Cover
thermaldynamics:cover:0, Violet Cover
thermaldynamics:cover:0, White Anemone Cover
thermaldynamics:cover:0, Enderlotus Cover
thermaldynamics:cover:0, Bromeliad Cover
thermaldynamics:cover:0, Wilted Lily Cover
thermaldynamics:cover:0, Pink Hibiscus Cover
thermaldynamics:cover:0, Lily of the Valley Cover
thermaldynamics:cover:0, Burning Blossom Cover
thermaldynamics:cover:0, Lavender Cover
thermaldynamics:cover:0, Goldenrod Cover
thermaldynamics:cover:0, Bluebells Cover
thermaldynamics:cover:0, Miner's Delight Cover
thermaldynamics:cover:0, Icy Iris Cover
thermaldynamics:cover:0, Rose Cover
thermaldynamics:cover:0, Ivy Cover
thermaldynamics:cover:0, Willow Vine Cover
thermaldynamics:cover:0, Fern Terrarium Cover
thermaldynamics:cover:0, Mushroom Terrarium Cover
thermaldynamics:cover:0, Cactus Terrarium Cover
thermaldynamics:cover:0, Flax Terrarium Cover
thermaldynamics:cover:0, Flower Terrarium Cover
thermaldynamics:cover:0, Koru Terrarium Cover
thermaldynamics:cover:0, Bamboo Terrarium Cover
thermaldynamics:cover:0, Beach Terrarium Cover
thermaldynamics:cover:0, Glowshroom Terrarium Cover
thermaldynamics:cover:0, Dead Terrarium Cover
thermaldynamics:cover:0, Mystic Terrarium Cover
thermaldynamics:cover:0, Ominous Terrarium Cover
thermaldynamics:cover:0, Wasteland Terrarium Cover
thermaldynamics:cover:0, Origin Terrarium Cover
thermaldynamics:cover:0, Nether Terrarium Cover
thermaldynamics:cover:0, Ender Terrarium Cover
thermaldynamics:cover:0, Ender Lilly Cover
thermaldynamics:cover:0, Magical Planks Cover
thermaldynamics:cover:0, Magical Wood Cover
thermaldynamics:cover:0, Diagonal Wood Cover
thermaldynamics:cover:0, Angel Block Cover
thermaldynamics:cover:0, Cursed Earth Cover
thermaldynamics:cover:0, Redstone Clock Cover
thermaldynamics:cover:0, Compressed Cobblestone Cover
thermaldynamics:cover:0, Double Compressed Cobblestone Cover
thermaldynamics:cover:0, Triple Compressed Cobblestone Cover
thermaldynamics:cover:0, Quadruple Compressed Cobblestone Cover
thermaldynamics:cover:0, Quintuple Compressed Cobblestone Cover
thermaldynamics:cover:0, Sextuple Compressed Cobblestone Cover
thermaldynamics:cover:0, Septuple Compressed Cobblestone Cover
thermaldynamics:cover:0, Octuple Compressed Cobblestone Cover
thermaldynamics:cover:0, Compressed Dirt Cover
thermaldynamics:cover:0, Double Compressed Dirt Cover
thermaldynamics:cover:0, Triple Compressed Dirt Cover
thermaldynamics:cover:0, Quadruple Compressed Dirt Cover
thermaldynamics:cover:0, Compressed Sand Cover
thermaldynamics:cover:0, Double Compressed Sand Cover
thermaldynamics:cover:0, Compressed Gravel Cover
thermaldynamics:cover:0, Double Compressed Gravel Cover
thermaldynamics:cover:0, Compressed Netherrack Cover
thermaldynamics:cover:0, Double Compressed Netherrack Cover
thermaldynamics:cover:0, Triple Compressed Netherrack Cover
thermaldynamics:cover:0, Quadruple Compressed Netherrack Cover
thermaldynamics:cover:0, Quintuple Compressed Netherrack Cover
thermaldynamics:cover:0, Sextuple Compressed Netherrack Cover
thermaldynamics:cover:0, Red Orchid Cover
thermaldynamics:cover:0, Power Overload Cover
thermaldynamics:cover:0, Border Stone Cover
thermaldynamics:cover:0, Crossed Stone Cover
thermaldynamics:cover:0, Polished Stone Cover
thermaldynamics:cover:0, Stoneburnt Cover
thermaldynamics:cover:0, Sandy Glass Cover
thermaldynamics:cover:0, Truchet Cover
thermaldynamics:cover:0, Blue Quartz Cover
thermaldynamics:cover:0, Quartzburnt Cover
thermaldynamics:cover:0, Rainbow Stone Cover
thermaldynamics:cover:0, Thickened Glass Cover
thermaldynamics:cover:0, Thickened Glass (Bordered) Cover
thermaldynamics:cover:0, Thickened Glass (Patterned) Cover
thermaldynamics:cover:0, Dark Glass Cover
thermaldynamics:cover:0, Glowing Glass Cover
thermaldynamics:cover:0, Redstone Glass Cover
thermaldynamics:cover:0, Ethereal Glass Cover
thermaldynamics:cover:0, Reverse Ethereal Glass Cover
thermaldynamics:cover:0, Ineffable Glass Cover
thermaldynamics:cover:0, Dark Ineffable Glass Cover
thermaldynamics:cover:0, Transfer Pipe Cover
thermaldynamics:cover:0, Wooden Spikes Cover
thermaldynamics:cover:0, Stone Spikes Cover
thermaldynamics:cover:0, Iron Spikes Cover
thermaldynamics:cover:0, Golden Spikes Cover
thermaldynamics:cover:0, Diamond Spikes Cover
thermaldynamics:cover:0, Creative Spikes Cover
thermaldynamics:cover:0, Redstone Lantern Cover
thermaldynamics:cover:0, Block of Enchanted Metal Cover
thermaldynamics:cover:0, Block of Demon Metal Cover
thermaldynamics:cover:0, Block of Evil Infused Iron Cover
thermaldynamics:cover:0, Bedrock Bricks Cover
thermaldynamics:cover:0, Bedrock Slabs Cover
